stationID,tz,obsTimeUtc,obsTimeLocal,epoch,lat,lon,solarRadiationHigh,uvHigh,winddirAvg,humidityHigh,humidityLow,humidityAvg,qcStatus,tempHigh,tempLow,tempAvg,windspeedHigh,windspeedLow,windspeedAvg,windgustHigh,windgustLow,windgustAvg,dewptHigh,dewptLow,dewptAvg,windchillHigh,windchillLow,windchillAvg,heatindexHigh,heatindexLow,heatindexAvg,pressureMax,pressureMin,pressureTrend,precipRate,precipTotal
ISANTAFE117,America/Buenos_Aires,2021-01-12T03:54:09Z,2021-01-12 00:54:09,1610423649,-32.970016,-60.62426,0.0,0.0,196.0,74.0,73.0,73.3,1,69.9,69.8,69.8,1.0,1.0,1.0,1.0,1.0,1.0,61.2,60.8,60.9,69.9,69.8,69.8,69.9,69.8,69.8,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T03:58:30Z,2021-01-12 00:58:30,1610423910,-32.970016,-60.62426,0.0,0.0,190.0,72.0,69.0,70.5,1,69.6,69.4,69.5,1.0,1.0,1.0,13.0,1.0,7.0,60.2,58.8,59.5,69.6,69.4,69.5,69.6,69.4,69.5,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T04:04:01Z,2021-01-12 01:04:01,1610424241,-32.970016,-60.62426,0.0,0.0,195.0,68.0,67.0,67.7,1,69.4,69.4,69.4,2.0,2.0,2.0,2.0,2.0,2.0,58.4,58.0,58.3,69.4,69.4,69.4,69.4,69.4,69.4,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T04:08:21Z,2021-01-12 01:08:21,1610424501,-32.970016,-60.62426,0.0,0.0,213.0,66.0,65.0,65.5,1,69.4,69.3,69.3,2.0,2.0,2.0,2.0,2.0,2.0,57.5,57.0,57.3,69.4,69.3,69.3,69.4,69.3,69.3,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T04:14:14Z,2021-01-12 01:14:14,1610424854,-32.970016,-60.62426,0.0,0.0,192.0,65.0,63.0,64.0,1,69.3,69.1,69.2,2.0,1.0,1.7,4.0,4.0,4.0,57.0,56.0,56.5,69.3,69.1,69.2,69.3,69.1,69.2,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T04:18:35Z,2021-01-12 01:18:35,1610425115,-32.970016,-60.62426,0.0,0.0,183.0,63.0,62.0,62.5,1,69.1,69.1,69.1,2.0,2.0,2.0,4.0,4.0,4.0,56.0,55.5,55.8,69.1,69.1,69.1,69.1,69.1,69.1,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T04:24:08Z,2021-01-12 01:24:08,1610425448,-32.970016,-60.62426,0.0,0.0,186.0,62.0,62.0,62.0,1,68.9,68.9,68.9,3.0,2.0,2.3,12.0,2.0,5.7,55.3,55.3,55.3,68.9,68.9,68.9,68.9,68.9,68.9,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T04:28:29Z,2021-01-12 01:28:29,1610425709,-32.970016,-60.62426,0.0,0.0,159.0,62.0,62.0,62.0,1,68.8,68.8,68.8,3.0,2.0,2.5,12.0,12.0,12.0,55.2,55.2,55.2,68.8,68.8,68.8,68.8,68.8,68.8,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T04:34:03Z,2021-01-12 01:34:03,1610426043,-32.970016,-60.62426,0.0,0.0,196.0,62.0,62.0,62.0,1,68.6,68.4,68.5,2.0,2.0,2.0,2.0,2.0,2.0,55.1,54.9,55.0,68.6,68.4,68.5,68.6,68.4,68.5,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T04:38:24Z,2021-01-12 01:38:24,1610426304,-32.970016,-60.62426,0.0,0.0,189.0,62.0,62.0,62.0,1,68.4,68.3,68.3,2.0,2.0,2.0,11.0,2.0,6.5,54.9,54.8,54.8,68.4,68.3,68.3,68.4,68.3,68.3,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T04:44:15Z,2021-01-12 01:44:15,1610426655,-32.970016,-60.62426,0.0,0.0,191.0,63.0,62.0,62.7,1,68.3,68.1,68.2,3.0,2.0,2.7,4.0,4.0,4.0,55.0,54.8,54.9,68.3,68.1,68.2,68.3,68.1,68.2,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T04:48:36Z,2021-01-12 01:48:36,1610426916,-32.970016,-60.62426,0.0,0.0,192.0,63.0,63.0,63.0,1,67.9,67.9,67.9,3.0,3.0,3.0,4.0,4.0,4.0,54.8,54.8,54.8,67.9,67.9,67.9,67.9,67.9,67.9,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T04:54:08Z,2021-01-12 01:54:08,1610427248,-32.970016,-60.62426,0.0,0.0,194.0,64.0,63.0,63.3,1,67.8,67.6,67.7,2.0,2.0,2.0,6.0,2.0,4.7,55.0,54.7,54.8,67.8,67.6,67.7,67.8,67.6,67.7,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T04:58:24Z,2021-01-12 01:58:24,1610427504,-32.970016,-60.62426,0.0,0.0,169.0,64.0,64.0,64.0,1,67.6,67.4,67.5,2.0,2.0,2.0,6.0,6.0,6.0,55.0,54.8,54.9,67.6,67.4,67.5,67.6,67.4,67.5,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T05:04:16Z,2021-01-12 02:04:16,1610427856,-32.970016,-60.62426,0.0,0.0,192.0,65.0,64.0,64.3,1,67.4,67.3,67.3,2.0,2.0,2.0,2.0,2.0,2.0,55.1,54.7,54.9,67.4,67.3,67.3,67.4,67.3,67.3,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T05:08:38Z,2021-01-12 02:08:38,1610428118,-32.970016,-60.62426,0.0,0.0,204.0,65.0,65.0,65.0,1,67.1,67.1,67.1,2.0,2.0,2.0,3.0,3.0,3.0,54.9,54.9,54.9,67.1,67.1,67.1,67.1,67.1,67.1,29.83,29.83,,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T05:14:09Z,2021-01-12 02:14:09,1610428449,-32.970016,-60.62426,0.0,0.0,183.0,65.0,65.0,65.0,1,67.1,66.9,67.0,2.0,1.0,1.7,3.0,2.0,2.7,54.9,54.7,54.8,67.1,66.9,67.0,67.1,66.9,67.0,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T05:18:29Z,2021-01-12 02:18:29,1610428709,-32.970016,-60.62426,0.0,0.0,192.0,65.0,65.0,65.0,1,66.9,66.8,66.8,2.0,1.0,1.5,3.0,3.0,3.0,54.7,54.7,54.7,66.9,66.8,66.8,66.9,66.8,66.8,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T05:24:18Z,2021-01-12 02:24:18,1610429058,-32.970016,-60.62426,0.0,0.0,191.0,66.0,66.0,66.0,1,66.8,66.6,66.7,1.0,1.0,1.0,2.0,2.0,2.0,55.1,54.9,55.0,66.8,66.6,66.7,66.8,66.6,66.7,29.84,29.84,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T05:28:36Z,2021-01-12 02:28:36,1610429316,-32.970016,-60.62426,0.0,0.0,174.0,66.0,66.0,66.0,1,66.4,66.4,66.4,1.0,1.0,1.0,2.0,2.0,2.0,54.7,54.7,54.7,66.4,66.4,66.4,66.4,66.4,66.4,29.84,29.84,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T05:34:05Z,2021-01-12 02:34:05,1610429645,-32.970016,-60.62426,0.0,0.0,171.0,67.0,67.0,67.0,1,66.4,66.3,66.3,1.0,1.0,1.0,1.0,1.0,1.0,55.1,55.0,55.0,66.4,66.3,66.3,66.4,66.3,66.3,29.84,29.84,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T05:38:27Z,2021-01-12 02:38:27,1610429907,-32.970016,-60.62426,0.0,0.0,176.0,67.0,67.0,67.0,1,66.3,66.1,66.2,1.0,1.0,1.0,2.0,2.0,2.0,55.0,54.8,54.9,66.3,66.1,66.2,66.3,66.1,66.2,29.84,29.84,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T05:44:18Z,2021-01-12 02:44:18,1610430258,-32.970016,-60.62426,0.0,0.0,173.0,68.0,68.0,68.0,1,66.1,66.0,66.1,1.0,1.0,1.0,1.0,1.0,1.0,55.2,55.1,55.2,66.1,66.0,66.1,66.1,66.0,66.1,29.84,29.84,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T05:48:20Z,2021-01-12 02:48:20,1610430500,-32.970016,-60.62426,0.0,0.0,165.0,69.0,68.0,68.5,1,66.0,65.8,65.9,1.0,1.0,1.0,1.0,1.0,1.0,55.3,55.1,55.2,66.0,65.8,65.9,66.0,65.8,65.9,29.84,29.84,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T05:54:10Z,2021-01-12 02:54:10,1610430850,-32.970016,-60.62426,0.0,0.0,195.0,69.0,69.0,69.0,1,65.8,65.8,65.8,1.0,1.0,1.0,1.0,1.0,1.0,55.3,55.3,55.3,65.8,65.8,65.8,65.8,65.8,65.8,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T05:58:30Z,2021-01-12 02:58:30,1610431110,-32.970016,-60.62426,0.0,0.0,189.0,69.0,69.0,69.0,1,65.6,65.6,65.6,1.0,1.0,1.0,3.0,1.0,2.0,55.2,55.2,55.2,65.6,65.6,65.6,65.6,65.6,65.6,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T06:04:19Z,2021-01-12 03:04:19,1610431459,-32.970016,-60.62426,0.0,0.0,195.0,69.0,69.0,69.0,1,65.6,65.6,65.6,1.0,1.0,1.0,1.0,1.0,1.0,55.2,55.2,55.2,65.6,65.6,65.6,65.6,65.6,65.6,29.84,29.83,0.14,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T06:08:38Z,2021-01-12 03:08:38,1610431718,-32.970016,-60.62426,0.0,0.0,174.0,70.0,70.0,70.0,1,65.5,65.5,65.5,1.0,1.0,1.0,2.0,1.0,1.5,55.5,55.5,55.5,65.5,65.5,65.5,65.5,65.5,65.5,29.84,29.84,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T06:14:06Z,2021-01-12 03:14:06,1610432046,-32.970016,-60.62426,0.0,0.0,186.0,70.0,70.0,70.0,1,65.5,65.3,65.4,1.0,1.0,1.0,1.0,1.0,1.0,55.5,55.3,55.4,65.5,65.3,65.4,65.5,65.3,65.4,29.84,29.84,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T06:18:27Z,2021-01-12 03:18:27,1610432307,-32.970016,-60.62426,0.0,0.0,174.0,70.0,70.0,70.0,1,65.3,65.3,65.3,1.0,1.0,1.0,5.0,1.0,3.0,55.3,55.3,55.3,65.3,65.3,65.3,65.3,65.3,65.3,29.84,29.84,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T06:24:18Z,2021-01-12 03:24:18,1610432658,-32.970016,-60.62426,0.0,0.0,175.0,71.0,71.0,71.0,1,65.3,65.2,65.3,1.0,1.0,1.0,1.0,1.0,1.0,55.7,55.6,55.7,65.3,65.2,65.3,65.3,65.2,65.3,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T06:28:38Z,2021-01-12 03:28:38,1610432918,-32.970016,-60.62426,0.0,0.0,166.0,71.0,71.0,71.0,1,65.2,65.0,65.1,1.0,1.0,1.0,1.0,1.0,1.0,55.6,55.4,55.5,65.2,65.0,65.1,65.2,65.0,65.1,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T06:34:05Z,2021-01-12 03:34:05,1610433245,-32.970016,-60.62426,0.0,0.0,187.0,72.0,72.0,72.0,1,65.0,65.0,65.0,1.0,1.0,1.0,2.0,2.0,2.0,55.8,55.8,55.8,65.0,65.0,65.0,65.0,65.0,65.0,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T06:38:30Z,2021-01-12 03:38:30,1610433510,-32.970016,-60.62426,0.0,0.0,199.0,72.0,72.0,72.0,1,65.0,65.0,65.0,1.0,1.0,1.0,2.0,2.0,2.0,55.8,55.8,55.8,65.0,65.0,65.0,65.0,65.0,65.0,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T06:44:18Z,2021-01-12 03:44:18,1610433858,-32.970016,-60.62426,0.0,0.0,182.0,72.0,72.0,72.0,1,65.0,65.0,65.0,1.0,1.0,1.0,2.0,1.0,1.3,55.8,55.8,55.8,65.0,65.0,65.0,65.0,65.0,65.0,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T06:48:39Z,2021-01-12 03:48:39,1610434119,-32.970016,-60.62426,0.0,0.0,180.0,72.0,72.0,72.0,1,65.0,65.0,65.0,1.0,1.0,1.0,2.0,2.0,2.0,55.8,55.8,55.8,65.0,65.0,65.0,65.0,65.0,65.0,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T06:54:10Z,2021-01-12 03:54:10,1610434450,-32.970016,-60.62426,0.0,0.0,160.0,72.0,71.0,71.3,1,65.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,55.8,55.4,55.5,65.0,65.0,65.0,65.0,65.0,65.0,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T06:58:28Z,2021-01-12 03:58:28,1610434708,-32.970016,-60.62426,0.0,0.0,188.0,71.0,71.0,71.0,1,65.2,65.2,65.2,0.0,0.0,0.0,0.0,0.0,0.0,55.6,55.6,55.6,65.2,65.2,65.2,65.2,65.2,65.2,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T07:04:01Z,2021-01-12 04:04:01,1610435041,-32.970016,-60.62426,0.0,0.0,184.0,71.0,71.0,71.0,1,65.2,65.0,65.1,0.0,0.0,0.0,0.0,0.0,0.0,55.6,55.4,55.5,65.2,65.0,65.1,65.2,65.0,65.1,29.83,29.83,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T07:08:21Z,2021-01-12 04:08:21,1610435301,-32.970016,-60.62426,0.0,0.0,202.0,72.0,71.0,71.5,1,65.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,55.8,55.4,55.6,65.0,65.0,65.0,65.0,65.0,65.0,29.84,29.84,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T07:14:11Z,2021-01-12 04:14:11,1610435651,-32.970016,-60.62426,0.0,0.0,180.0,72.0,71.0,71.7,1,65.2,65.0,65.1,1.0,0.0,0.7,2.0,0.0,1.3,55.9,55.6,55.8,65.2,65.0,65.1,65.2,65.0,65.1,29.84,29.84,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T07:18:29Z,2021-01-12 04:18:29,1610435909,-32.970016,-60.62426,0.0,0.0,191.0,71.0,71.0,71.0,1,65.0,65.0,65.0,1.0,1.0,1.0,2.0,2.0,2.0,55.4,55.4,55.4,65.0,65.0,65.0,65.0,65.0,65.0,29.84,29.84,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T07:24:02Z,2021-01-12 04:24:02,1610436242,-32.970016,-60.62426,0.0,0.0,183.0,72.0,71.0,71.7,1,65.0,64.8,64.9,1.0,1.0,1.0,2.0,2.0,2.0,55.8,55.4,55.6,65.0,64.8,64.9,65.0,64.8,64.9,29.84,29.84,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T07:28:23Z,2021-01-12 04:28:23,1610436503,-32.970016,-60.62426,0.0,0.0,196.0,73.0,72.0,72.5,1,64.7,64.7,64.7,1.0,1.0,1.0,6.0,6.0,6.0,55.8,55.5,55.7,64.7,64.7,64.7,64.7,64.7,64.7,29.84,29.84,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T07:34:10Z,2021-01-12 04:34:10,1610436850,-32.970016,-60.62426,0.0,0.0,191.0,74.0,73.0,73.3,1,64.5,64.3,64.4,1.0,1.0,1.0,2.0,2.0,2.0,55.8,55.7,55.7,64.5,64.3,64.4,64.5,64.3,64.4,29.84,29.84,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T07:38:30Z,2021-01-12 04:38:30,1610437110,-32.970016,-60.62426,0.0,0.0,181.0,74.0,74.0,74.0,1,64.2,64.2,64.2,1.0,1.0,1.0,2.0,2.0,2.0,55.7,55.7,55.7,64.2,64.2,64.2,64.2,64.2,64.2,29.85,29.85,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T07:44:19Z,2021-01-12 04:44:19,1610437459,-32.970016,-60.62426,0.0,0.0,184.0,75.0,75.0,75.0,1,64.0,64.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,55.9,55.9,55.9,64.0,64.0,64.0,64.0,64.0,64.0,29.85,29.85,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T07:48:40Z,2021-01-12 04:48:40,1610437720,-32.970016,-60.62426,0.0,0.0,193.0,75.0,75.0,75.0,1,64.0,63.9,64.0,1.0,1.0,1.0,2.0,1.0,1.5,55.9,55.8,55.8,64.0,63.9,64.0,64.0,63.9,64.0,29.85,29.85,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T07:54:12Z,2021-01-12 04:54:12,1610438052,-32.970016,-60.62426,0.0,0.0,176.0,75.0,75.0,75.0,1,63.9,63.9,63.9,1.0,1.0,1.0,1.0,1.0,1.0,55.8,55.8,55.8,63.9,63.9,63.9,63.9,63.9,63.9,29.87,29.87,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T07:58:31Z,2021-01-12 04:58:31,1610438311,-32.970016,-60.62426,0.0,0.0,191.0,76.0,75.0,75.5,1,63.9,63.9,63.9,1.0,1.0,1.0,5.0,1.0,3.0,56.2,55.8,56.0,63.9,63.9,63.9,63.9,63.9,63.9,29.87,29.87,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T08:04:05Z,2021-01-12 05:04:05,1610438645,-32.970016,-60.62426,0.0,0.0,172.0,76.0,76.0,76.0,1,63.9,63.9,63.9,1.0,1.0,1.0,1.0,1.0,1.0,56.2,56.2,56.2,63.9,63.9,63.9,63.9,63.9,63.9,29.87,29.87,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T08:08:23Z,2021-01-12 05:08:23,1610438903,-32.970016,-60.62426,0.0,0.0,195.0,76.0,76.0,76.0,1,63.9,63.9,63.9,0.0,0.0,0.0,1.0,1.0,1.0,56.2,56.2,56.2,63.9,63.9,63.9,63.9,63.9,63.9,29.88,29.88,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T08:14:14Z,2021-01-12 05:14:14,1610439254,-32.970016,-60.62426,0.0,0.0,184.0,76.0,76.0,76.0,1,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,56.3,56.3,56.3,64.0,64.0,64.0,64.0,64.0,64.0,29.88,29.88,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T08:18:32Z,2021-01-12 05:18:32,1610439512,-32.970016,-60.62426,0.0,0.0,137.0,76.0,76.0,76.0,1,64.5,64.2,64.3,1.0,0.0,0.5,18.0,1.0,9.5,56.8,56.5,56.7,64.5,64.2,64.3,64.5,64.2,64.3,29.88,29.88,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T08:24:02Z,2021-01-12 05:24:02,1610439842,-32.970016,-60.62426,0.0,0.0,148.0,77.0,76.0,76.7,1,65.0,64.7,64.8,2.0,1.0,1.7,6.0,1.0,3.3,57.4,57.2,57.3,65.0,64.7,64.8,65.0,64.7,64.8,29.89,29.89,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T08:28:23Z,2021-01-12 05:28:23,1610440103,-32.970016,-60.62426,0.0,0.0,148.0,76.0,76.0,76.0,1,65.3,65.2,65.3,3.0,3.0,3.0,6.0,6.0,6.0,57.5,57.4,57.5,65.3,65.2,65.3,65.3,65.2,65.3,29.89,29.89,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T08:34:17Z,2021-01-12 05:34:17,1610440457,-32.970016,-60.62426,0.0,0.0,167.0,76.0,75.0,75.3,1,65.3,65.2,65.3,3.0,2.0,2.7,5.0,2.0,3.3,57.5,57.1,57.3,65.3,65.2,65.3,65.3,65.2,65.3,29.89,29.89,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T08:38:35Z,2021-01-12 05:38:35,1610440715,-32.970016,-60.62426,0.0,0.0,146.0,75.0,74.0,74.5,1,65.5,65.3,65.4,5.0,4.0,4.5,7.0,7.0,7.0,57.4,56.8,57.1,65.5,65.3,65.4,65.5,65.3,65.4,29.89,29.89,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T08:44:07Z,2021-01-12 05:44:07,1610441047,-32.970016,-60.62426,0.0,0.0,143.0,75.0,74.0,74.3,1,65.5,65.5,65.5,7.0,6.0,6.7,12.0,6.0,8.3,57.4,57.0,57.1,65.5,65.5,65.5,65.5,65.5,65.5,29.89,29.89,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T08:48:27Z,2021-01-12 05:48:27,1610441307,-32.970016,-60.62426,0.0,0.0,144.0,75.0,74.0,74.5,1,65.5,65.5,65.5,7.0,7.0,7.0,18.0,18.0,18.0,57.4,57.0,57.2,65.5,65.5,65.5,65.5,65.5,65.5,29.89,29.89,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T08:54:16Z,2021-01-12 05:54:16,1610441656,-32.970016,-60.62426,0.0,0.0,153.0,75.0,74.0,74.3,1,65.3,65.3,65.3,6.0,6.0,6.0,13.0,7.0,11.0,57.2,56.8,56.9,65.3,65.3,65.3,65.3,65.3,65.3,29.9,29.9,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T08:58:34Z,2021-01-12 05:58:34,1610441914,-32.970016,-60.62426,0.0,0.0,134.0,75.0,75.0,75.0,1,65.2,65.2,65.2,5.0,5.0,5.0,15.0,13.0,14.0,57.1,57.1,57.1,65.2,65.2,65.2,65.2,65.2,65.2,29.9,29.9,0.0,0.0,0.0
ISANTAFE117,America/Buenos_Aires,2021-01-12T09:04:06Z,2021-01-12 06:04:06,1610442246,-32.970016,-60.62426,0.0,0.0,151.0,75.0,75.0,75.0,1,65.2,65.0,65.1,6.0,5.0,5.3,6.0,6.0,6.0,57.1,56.9,57.0,65.2,65.0,65.1,65.2,65.0,65.1,29.9,29.9,0.0,0.0,0.0
